CityObject,Zone
<http://localhost/berlin/cityobject/UUID_d8bcf540-0d79-4f5a-867d-0013956c3674/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6cfd06bc-3e4c-454a-babe-117b02f058c0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5e3cdcbd-f07a-42ca-89d7-fcb45eff15a3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6829e763-2bb2-4427-912d-cc9ac102710e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bfb648c3-47a9-4aa6-86ba-195d3b6c6912/>,WHITE
<http://localhost/berlin/cityobject/UUID_61b61630-a231-4166-b5a5-04e091a2c9b1/>,WHITE
<http://localhost/berlin/cityobject/UUID_baaeb2f6-e03c-474a-9b80-6065482ea7b9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a42fd7fd-5709-4970-a8e4-bc52577df3b2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_180eaf28-84e0-47b1-bd05-bfa126814de6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d29c7255-fb5f-4001-855d-3ece9c902de0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5841dfd7-7f8a-4e9d-b0ce-81bb956202aa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_12dcc2bc-85af-4dbe-9493-32ba790a6b36/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_10001449-f486-4b84-8452-582bf2ab26c8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c9293b9b-609e-4d53-826c-d67aa024a4fa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d3433e82-0ae2-4aa6-aa3f-706894a42051/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_949f9360-b580-48b4-9abe-69ca1ba993ce/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d2587502-fba4-40cb-a17d-cc57a6ffe258/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_723cf102-23f2-4969-9856-4da2816d0de4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1813a057-006a-4576-9425-9e17917fd69f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9d5bd54d-6c68-4600-a4b3-f81a3230952f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1a43069d-c55d-4caf-a6f7-0e243f107b07/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1f5aed85-acf7-4eb2-8a7a-6e55bdea7247/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1b3a219d-0f18-4172-8000-c00f3ab437b3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_df06b3d7-7a32-4610-86d5-d66e459d7b89/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ca629457-2f63-4d99-9673-12f4758406a3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b927ad03-fbe6-41c6-9c9f-3ff765cd8c6b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7a5051dc-275c-4e4e-a3ef-59138d017bb1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3df583e1-ee01-40af-828a-0dd881cfc4a8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1845810f-88e8-401d-b78b-c0ba94a4ed1a/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_eba0ead9-eeaa-4aad-ab3c-22eddf226195/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_65b9272f-63c6-45d5-88a5-1f5caf77de83/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6aa41004-856b-4c16-a8c7-1e6b4312b0ee/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d0c558d2-b492-45ac-9aa8-779f17e6490f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_73236f9b-fa70-41b5-a0df-d7ff1ae2f500/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8f189c44-b8dd-47ab-8216-ea4f290686e6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_95838c59-6059-4941-bafa-180f53d7daa9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_73f4156f-f439-4054-9c26-f1d098ab0194/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e5601998-3e98-4370-af06-d0b31df0bb6a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0de0eca8-cac2-414d-9aa3-6ba2a26b7c17/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3004f8b4-bcb2-4d6c-91f0-87878c9cb07e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a3403d9b-304b-4022-8f4a-0b9c6f4b052e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3bb98a9a-4b0f-431a-b682-a5b949a7b1fd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1e97ef6a-4231-494d-a8f3-50b7ab550598/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_57c789be-ad7c-49be-9ead-76ce7c3292ec/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8da38c00-f334-4b50-b4d8-267b6d1f94d7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1b3a219d-0f18-4172-8000-c00f3ab437b3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8faeff0d-1cc5-4da9-a2d5-85784a2d879f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_94c46440-f998-48d4-a6e4-b07e31d6367f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_03150e9a-8bd8-4f88-93ff-9c106681e24e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d77e7e72-20c9-4826-aaa7-1c95c099b077/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7873ba49-d760-4af1-a4b7-5c208c84872c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f223a152-f1f7-4461-880b-d24fd0cc7c0d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_30bfdccc-0413-479f-a1e7-6ceceaea44b5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c1b1fc7d-4bf2-4ee4-91fe-aae146615fd7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_996dd5a1-3251-45ee-93b5-eae9fb4cb735/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_03cd4e70-951b-467d-8a50-67b19ee68bba/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_63f7ecfa-42d3-46c3-a7df-392e60cd72f2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f7465980-a812-4741-8b74-de9e199a9bdd/>,WHITE
<http://localhost/berlin/cityobject/UUID_09f8fb28-d22a-406a-980b-b3b4e8939db6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2f24520e-1894-4b47-b986-27fdc79df587/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_92354524-47cc-4b6d-9ac3-b085765ff892/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_aefd9db9-8f39-4eab-8ab9-b5b38e8d721e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b586a8e7-a533-445b-ac6c-77baab10d4d3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4895df77-87c9-4b55-9fa3-3360b1e4ac5a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_30ebd794-76cf-4093-8919-1d6b08c5ceb5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_87a80e48-7765-43ed-98f6-e6d5f04decf5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2a3bc2b2-a655-4e9d-a2d4-eb7bb400ffa7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ce02a708-14a8-4962-a35b-c697a03ec876/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e81f39f5-8edc-4bf8-ac0a-c20cc8ee9c98/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_607c3357-6eef-4b10-9852-10197359fe26/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_44015e84-e54f-4400-a24d-16b2f94e6190/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8d05c9b9-163b-4f01-9b65-6e4cabcf8196/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_414578ff-89a1-4806-a34d-eba802629332/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_94ca7af4-3fbf-479b-b202-ee4c94cbd6fc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_288e295f-2815-4582-80b9-3349d2790758/>,WHITE
<http://localhost/berlin/cityobject/UUID_f573542b-ff51-4187-b339-adf9a44f541c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d7d1edae-3ca8-4819-a47b-978a67607771/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b71351d9-85dc-4eb4-bcce-e61de90e29b5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9c98d517-7895-4e42-bc5c-8fb3b6eaf329/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_862d4413-4079-4578-91fe-3a03f4212658/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_511d2037-83c6-4e23-8326-2daccf83e533/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d14b1c5a-8ed4-43b4-8cea-0bd44ceebd62/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_da42629a-1c3b-43eb-b95d-113f6f137563/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_48951e61-0b57-447d-adec-30bf4a2167bc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9cc167d7-e5eb-44c3-8c23-6d796833770f/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_f8c566a1-f2cb-4821-9e84-058a22a11a61/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d4b3e926-dd3c-4483-b17d-4986d3032ab7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dfd2eeb7-5260-4404-95b6-f94ddc0d33a5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5f7cbcab-ff8a-4300-8aff-2539132e499b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a32c4a7c-b83e-4723-81e6-07798b3c238b/>,WHITE
<http://localhost/berlin/cityobject/UUID_365bd591-00e4-4dd2-af5c-d96a427703f4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d3e2975e-42a7-46f7-aae1-e368068e08a1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c530e4de-8c52-4289-b479-a167b0044333/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_54433ca9-798b-4729-b882-0a4d66200751/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_98ec94ba-38b1-450b-9dfe-add10592e921/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_047a25ff-84b0-4d8b-b0b9-5b9fac271963/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c09d043a-15e3-4103-8b74-9d1abdea987f/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_70bded6c-55ce-4ae5-ba71-0cb083107822/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3ac79087-37e9-440e-b607-aa828c9022ae/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d5d11522-a0fe-4ca3-98c5-84cef3299470/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9de8c274-30a7-4da1-bc9a-278f9188372b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ab741b5a-2c98-42e2-95eb-23a3015fec3e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_286eb7e3-ef29-44c4-beec-cd2e27dfdb82/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8d5c3c58-a185-4032-8e3a-e01c0a953b44/>,WHITE
<http://localhost/berlin/cityobject/UUID_ad251d17-797c-4013-8793-a0d2090929da/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_d8742d21-0c5f-4da3-bb82-2f6ef70f5bf7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e43f7cad-cce0-4ea7-9eff-6ffcd894aad5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b348e9b6-cbef-404f-bb69-fff079fdfaf4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_acc29a24-e350-44e4-bf79-5f8f8783538c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3cf7004f-eff7-41a9-a7ee-78976092e35d/>,WHITE
<http://localhost/berlin/cityobject/UUID_657dba3b-350f-4fb2-b809-dab997514046/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d35550a7-9363-4a86-ae97-79f7c86035e3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3d32d5e5-10f8-4445-bf63-003ad824db29/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fcb5edb4-c6ce-47c0-a5a4-f8d976512f56/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9a684437-8099-4305-9926-56bf50c3391f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_db5ec2df-f330-4ff5-b06c-16faf2b458ef/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_60e97984-e1b5-4ad4-aa22-3e2ad68be49f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0cbf3009-ebf7-42f5-9368-5bfec57f83e1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f0da690d-e76b-4978-8691-76e924ab61dc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_533afdcb-3f1d-4a97-8ff2-135c6377b2ac/>,WHITE
<http://localhost/berlin/cityobject/UUID_53f737b3-4303-4114-8da8-71843877d9ec/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f69887a2-4ad3-4f50-a533-f360cc4d3b1c/>,WHITE
<http://localhost/berlin/cityobject/UUID_6175c317-0244-4bed-b4b9-9e5faa7c337d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2733d586-f0d0-496a-aa71-18da8f2b6ce0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fc19aad8-d2c2-4bde-b45a-b157a9f10a81/>,WHITE
<http://localhost/berlin/cityobject/UUID_703beb14-67c8-41d1-a431-162e2fd2224f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d627f565-7f3a-4daa-a80f-88f0c9d3ae24/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_caec1dfa-77d6-41eb-a5a4-2c1a1eb1b325/>,WHITE
<http://localhost/berlin/cityobject/UUID_761e6154-fde7-4a9f-ad5a-30c5a5df9065/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_63b03661-6872-4859-b407-63aa1513b9b9/>,WHITE
<http://localhost/berlin/cityobject/UUID_b7198b29-71dd-4c52-a125-70e3d995a5a2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_34691115-99b7-461e-8bb8-4049c5668c32/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bb94ffc1-eff5-45cd-9260-1cfb9f4e5a21/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e8fbc4fe-c586-49c6-9771-f14bbb6827c4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_627ea2e5-9db0-4a2c-97ba-00b975e68ddb/>,WHITE
<http://localhost/berlin/cityobject/UUID_2bdb2aa2-b663-4367-8712-60152cafe7f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bcd6c295-5770-4e21-84c7-07edefbb17cb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e826b5f3-99c2-4cd0-b4e0-114c45cea6ff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_84c9a8fe-b846-44b9-81dd-c9c00388d647/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_57503e8d-447e-4378-b5f9-f9bda70e03b4/>,HOTEL
<http://localhost/berlin/cityobject/UUID_20580300-1282-498f-899c-2611fe89c0fb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cdf561f9-8288-42c9-89d6-b00d004970ff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3e3d26d1-19a4-4d7d-9910-12f53b737f83/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dd6424a8-1e1b-4b84-9a6f-fafc8fea0d92/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a0c376de-b94f-4f2b-88ef-481f4fbcfe5b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d086af75-ca3c-4f21-9904-78d6ef44106b/>,WHITE
<http://localhost/berlin/cityobject/UUID_2c515997-086f-43b8-86f1-1e694c3aa672/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f145b0fb-9804-45ea-b5ae-009d9d47e3a0/>,WHITE
<http://localhost/berlin/cityobject/UUID_a0d82fbd-e182-40e9-bf44-f98802a9bc3d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_427100f2-cf5c-4372-9348-1daa996a4444/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cfafc203-9ba5-4062-9a28-e653ced58940/>,WHITE
<http://localhost/berlin/cityobject/UUID_b021c7bb-2730-422d-99e6-f0044940b3c5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_728680ac-f16b-4744-91fd-396026a19088/>,WHITE
<http://localhost/berlin/cityobject/UUID_a08e67ec-9234-48fe-9d73-5f85d54fdc70/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_93a8f363-37ea-47da-be74-aaf584d7d7c3/>,WHITE
<http://localhost/berlin/cityobject/UUID_a9d3c14c-2a80-4ac1-89e3-93563586c39f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1e2a42db-e17d-45f7-93ca-f534eef6fd0a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9247a7bc-9d73-4114-9473-988f39c2030b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_54411718-cb5e-4a3d-99ae-df16c065a2a5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e7da7e28-9c08-49ea-be5c-9f1387d851cd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_06a62a72-4cd6-4347-9dba-f19b82c22c73/>,WHITE
<http://localhost/berlin/cityobject/UUID_de373788-b536-4fb0-9a86-97c1b72c96cb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6b881542-4250-4fbe-8382-5c2f1e3acbfa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4971df2f-5422-4b72-a5c1-908740251c76/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c133c65a-07c2-4ce1-9158-ece159cb67d9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_094fe4e6-2279-445b-99c1-0237f52aae40/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_09d2daf1-fe91-41ed-8eab-c6b99a087c08/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f3b5db40-f08c-45d3-99a7-3b210697d539/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6d183f34-9c8f-47f4-80b4-f3b513f0a085/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dd9118cf-09fd-4ac3-9747-c6bebc676e2e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a67778a2-9b12-4759-88fa-08b12eb701a2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1568b59e-fd86-4289-b74c-160fcef14a3a/>,WHITE
<http://localhost/berlin/cityobject/UUID_32172c58-cc0e-4217-acd3-5a0e668edbc5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_49b30a09-5b2d-4ace-85a3-f9888fba1ff7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_309303e7-ad05-459b-93ab-60c44e133fb8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e6fd254d-ea85-48b9-8ddb-d41d22cb36dd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c393d00e-729d-4ab0-8208-bf2ce97c4cb4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_850b79bd-1db0-4fb2-b6c4-d1fd5cdf8327/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_555f307a-237a-4efe-9269-5ce51416ad7c/>,WHITE
<http://localhost/berlin/cityobject/UUID_09fc1ed6-56e6-408d-b9f7-d03f1ee61da7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3adf807e-e5c7-44d0-8df9-e05f42f48879/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d0c03a5a-bdfa-4ecc-ad75-aa3891b9a4c3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6e4bcd4c-c67d-4eb5-89dc-01a4fdd8079a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6609456f-7378-4e1b-b9ae-4fd80e5afa97/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_409d5706-1d56-4dce-8a1d-f9aa90711688/>,WHITE
<http://localhost/berlin/cityobject/UUID_88ef0d3c-e770-4eba-a9a4-c4e635e1fde9/>,WHITE
<http://localhost/berlin/cityobject/UUID_dfe84403-8206-4094-8675-8853f7b77df0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e743a550-51f0-482a-b352-5033f99ffda5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5ae19d5c-2ab2-4f23-9b69-7feffb705dff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0845ab10-e536-41a7-b0d6-9512543d5737/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_67f8e390-88e3-4013-ab71-be7a59ec6a1d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5a3799a2-8bc9-492c-9b2d-662eef888163/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0e11068d-2cb2-4c78-abeb-330bea4af597/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ed9337c1-10db-4eb4-8282-82e9747fc342/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4ba9bcdc-06d1-478f-b503-da2123460b3c/>,WHITE
<http://localhost/berlin/cityobject/UUID_10754aab-4c6c-49e2-82f8-08da1c87aef2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6f0a74aa-1e6c-4d1d-87d2-07e8926e0aa5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fd92c274-9dda-410d-9264-0c545871ed10/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_047b8183-437b-4d12-9cfc-18c6db15e04e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a35e211a-a836-4bca-9651-11c5dac7a4f8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_08937796-1c2b-45b7-8ff1-731aed18342c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3916b6f2-1718-41ae-9ea1-f062b13d7194/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6b6bcf82-fb2f-4147-b047-8b82c68705f7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_15847111-93c4-479a-9eb7-341a757e132a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0f5f2f7f-6b3a-4981-9d50-70ec1f60e0ae/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_525ced6c-6f5d-44f9-9d20-723278b2e333/>,WHITE
<http://localhost/berlin/cityobject/UUID_9066a40e-8cb3-43ca-ab78-1e0cc2c7e678/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6275e77c-0db1-49a8-af1d-74c5a6795c63/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59bb5367-cda0-478a-b74c-39225d34ab24/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_40c4a238-0e7c-44a8-836d-842571e50c14/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0dc2f703-7e22-49b8-813b-538f3ec3643f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_89cf69d1-8003-4278-8498-2d53f9bd2052/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e8c41e1d-a6c1-4a55-a5b2-5733510524d7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0086df69-76b0-4f05-986f-c3b5e412f1b5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_67751fc3-e4b0-484c-aa8d-e473566d1c43/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_11ed1fb5-b0f8-402e-85d1-4e36fe4b5ea3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_573d49aa-f34b-46b4-8846-8cd4f75ee21d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_01687837-1e41-4829-a56f-06c8e3e93371/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ec3b7b8d-21de-4c02-9f1c-1156e92a79c9/>,WHITE
<http://localhost/berlin/cityobject/UUID_678f2bf5-ac06-4035-a878-b924f6bba51b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2819d78f-acf5-4f58-8ce7-e524daaad1dd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f6314f8f-05fc-48b9-afcf-0fb4695cd298/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cc110db4-9838-43c4-9120-84a6f03817f6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d2316e72-96d0-4c8d-a842-4c07d9b1aa04/>,WHITE
<http://localhost/berlin/cityobject/UUID_845eb3aa-9c66-4869-a64b-d5edb5a1f99a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_895a6767-cfed-477a-9e1a-66b1991ab883/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5a28edc2-6b70-4620-b42a-82a447f5b524/>,WHITE
<http://localhost/berlin/cityobject/UUID_7c63b3be-bd4e-49fd-8d2a-6d29acb196f6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ef250ee6-3260-4047-b214-569bb4855e1e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_894abd82-1096-4680-8c45-687c4c872518/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_05a1b8da-725e-439b-be52-f0e4cfae79bd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ea6eea78-87f7-4b9a-830c-04ace283b5a9/>,HOTEL
<http://localhost/berlin/cityobject/UUID_e28538b4-57c7-4cb7-b3a0-5ee6d258930f/>,WHITE
<http://localhost/berlin/cityobject/UUID_ca298f25-95be-4d2a-81d5-23e9bf11d150/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_0e51ad65-1d10-4d01-8a14-3359d0a64084/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1437ceab-f69b-4918-a2b4-df65fa06fe40/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d47c9821-3afa-4f71-a105-a5c197dcbe61/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_46089774-1c90-46a0-8f4f-782a0bc820f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5e3cdcbd-f07a-42ca-89d7-fcb45eff15a3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bfb648c3-47a9-4aa6-86ba-195d3b6c6912/>,WHITE
